Mushroom Variety,Temperature (°C),Humidity %,Airflow Speed (m/s),Light Intensity (lux),Substrate Moisture Level %,Water Quality Index,Harvest Count per Cycle,Variety_ID
Lion's Mane,20.78,95.43,0.4,89.91,70.9,87.23,14.14,2
Portobello,19.16,89.43,0.47,128.75,59.21,75.29,20.98,5
Milky,26.13,65.52,0.88,195.66,50.92,76.82,8.29,3
Portobello,19.28,83.01,0.4,142.95,67.24,82.28,19.85,5
Enoki,11.82,90.92,0.2,50.09,75.18,80.21,25.66,1
Enoki,11.02,100.62,0.11,41.27,84.59,90.81,29.44,1
Lion's Mane,19.09,88.82,0.2,79.82,74.86,87.39,15.46,2
Button,17.51,88.64,0.21,82.91,77.09,89.47,24.47,0
Lion's Mane,19.26,92.7,0.37,93.2,68.91,83.79,15.29,2
Enoki,11.68,99.54,0.1,31.98,82.81,94.2,30.04,1
Enoki,10.93,96.14,0.1,29.31,80.88,100.32,31.01,1
Portobello,17.59,84.63,0.38,140.63,68.47,86.48,17.97,5
Lion's Mane,19.56,86.35,0.21,83.94,72.2,86.52,16.0,2
Milky,25.27,64.09,0.85,207.52,51.76,73.59,8.35,3
Shiitake,22.03,81.08,0.56,160.44,62.71,75.2,11.42,6
Button,20.33,97.56,0.1,59.16,72.62,89.81,24.63,0
Enoki,11.85,88.01,0.2,52.51,76.05,89.4,27.34,1
Lion's Mane,20.66,81.24,0.29,91.21,64.6,91.32,16.29,2
Button,19.46,90.54,0.19,80.11,78.79,89.63,22.55,0
Milky,26.53,69.26,0.89,203.69,52.0,71.7,7.63,3
Milky,22.99,73.79,0.55,178.52,56.47,78.72,10.19,3
Enoki,10.83,100.94,0.09,40.93,74.55,97.51,28.32,1
Shiitake,20.33,78.03,0.61,133.7,63.99,85.75,11.21,6
Oyster,20.65,96.92,0.38,120.81,61.85,72.62,18.4,4
Shiitake,22.39,75.67,0.66,177.41,52.42,70.34,11.24,6
Button,19.08,88.07,0.29,98.31,75.26,85.03,22.0,0
Shiitake,20.34,90.13,0.58,151.35,60.68,83.06,12.76,6
Enoki,11.24,91.41,0.2,48.46,75.58,82.36,25.19,1
Shiitake,22.15,83.51,0.64,157.96,63.03,78.37,11.6,6
Shiitake,23.19,75.02,0.48,163.35,56.09,73.67,13.08,6
Shiitake,22.27,82.29,0.73,183.63,56.3,71.94,11.91,6
Lion's Mane,22.14,84.76,0.3,95.19,77.87,86.48,14.66,2
Enoki,11.26,90.5,0.11,39.82,84.7,97.22,28.6,1
Milky,22.5,73.01,0.59,185.14,57.87,73.1,10.27,3
Lion's Mane,19.29,96.42,0.2,84.31,72.74,87.77,14.65,2
Button,18.99,90.03,0.21,77.9,70.94,92.5,22.94,0
Shiitake,22.95,91.81,0.56,140.41,56.85,84.19,11.64,6
Milky,25.89,71.62,0.61,171.87,60.26,68.16,9.87,3
Enoki,10.99,89.91,0.11,43.03,75.45,93.1,29.39,1
Enoki,10.87,89.28,0.21,50.54,80.36,88.07,24.82,1
Enoki,10.73,93.65,0.1,29.62,81.94,101.57,30.34,1
Portobello,18.21,86.81,0.44,143.04,61.84,81.65,19.64,5
Shiitake,22.31,88.57,0.6,152.48,57.07,76.8,12.35,6
Lion's Mane,18.32,84.96,0.43,94.92,69.78,83.09,14.34,2
Button,19.6,90.46,0.1,58.38,77.62,80.59,23.76,0
Shiitake,21.99,84.24,0.48,165.66,66.07,75.97,13.34,6
Enoki,11.21,90.69,0.1,32.18,81.11,100.47,30.99,1
Button,16.24,84.85,0.19,82.14,70.67,86.96,23.44,0
Enoki,10.86,96.53,0.09,38.64,77.28,92.68,29.4,1
Shiitake,25.55,80.13,0.69,158.39,56.99,76.65,10.13,6
Milky,26.64,69.06,0.76,197.74,51.4,70.76,8.19,3
Shiitake,20.7,85.28,0.61,153.45,61.06,72.79,10.53,6
Shiitake,20.03,92.4,0.19,79.72,72.24,85.64,14.2,6
Button,17.82,92.29,0.2,72.78,76.48,82.24,22.1,0
Oyster,24.0,80.04,0.5,125.73,69.96,86.91,16.41,4
Lion's Mane,20.41,82.51,0.34,99.97,69.24,90.39,16.17,2
Enoki,11.75,97.88,0.2,54.02,76.77,88.87,25.79,1
Button,20.43,86.06,0.38,121.39,62.87,86.56,20.12,0
Portobello,16.5,91.38,0.44,135.66,65.49,85.57,20.01,5
Oyster,26.08,83.29,0.3,110.19,68.2,82.14,19.07,4
Lion's Mane,19.5,86.32,0.39,81.05,71.41,98.18,15.91,2
Shiitake,23.82,84.58,0.65,173.84,62.14,72.9,10.42,6
Milky,24.39,72.79,0.59,193.51,56.68,76.96,10.16,3
Portobello,17.37,87.66,0.51,136.99,65.92,85.4,18.87,5
Oyster,24.29,79.43,0.44,138.51,68.57,80.61,18.05,4
Shiitake,22.04,86.21,0.49,160.23,63.31,72.14,13.41,6
Shiitake,22.23,88.05,0.66,144.32,58.05,78.22,11.56,6
Button,16.97,95.41,0.2,79.84,73.64,88.94,23.74,0
Oyster,21.58,88.03,0.38,128.08,62.6,78.24,18.95,4
Portobello,17.85,83.95,0.39,141.95,61.27,86.25,19.6,5
Lion's Mane,20.19,88.07,0.2,73.85,71.73,84.19,13.61,2
Oyster,21.14,84.06,0.5,145.36,63.8,77.86,16.21,4
Lion's Mane,21.87,80.73,0.31,99.15,73.35,86.98,15.92,2
Shiitake,21.83,82.57,0.58,162.44,62.95,81.08,12.47,6
Enoki,11.16,104.15,0.09,27.83,83.91,93.68,27.32,1
Lion's Mane,20.43,83.29,0.39,96.17,66.99,89.13,16.05,2
Shiitake,20.77,83.28,0.61,161.29,56.32,78.85,12.11,6
Shiitake,23.88,83.76,0.63,175.43,59.48,77.17,11.08,6
Lion's Mane,22.69,90.94,0.35,93.97,67.82,79.09,15.98,2
Portobello,18.5,88.5,0.5,125.47,68.66,83.51,19.77,5
Portobello,19.14,83.0,0.41,141.45,63.81,81.64,16.92,5
Shiitake,24.59,78.36,0.71,174.15,55.98,74.53,10.45,6
Oyster,24.74,86.73,0.31,111.17,67.91,86.22,19.52,4
Lion's Mane,20.78,92.03,0.2,81.73,74.94,91.94,13.72,2
Lion's Mane,20.53,86.87,0.19,81.49,68.12,86.87,15.64,2
Milky,25.84,68.28,0.87,225.79,54.21,69.93,8.51,3
Button,17.59,94.81,0.2,80.73,74.63,91.38,24.42,0
Button,19.39,86.55,0.2,77.13,71.81,92.25,20.27,0
Shiitake,19.7,82.61,0.6,147.16,56.2,74.49,12.71,6
Oyster,20.25,86.29,0.36,114.54,60.93,76.9,18.06,4
Button,18.95,91.8,0.19,80.66,72.87,99.4,23.79,0
Button,17.9,91.95,0.19,78.45,80.61,94.67,24.71,0
Oyster,23.4,90.35,0.4,119.0,61.12,84.84,17.8,4
Button,17.55,95.15,0.1,56.59,74.25,84.61,25.6,0
Oyster,22.75,91.66,0.29,112.39,69.85,84.31,18.13,4
Button,20.57,96.13,0.29,103.5,80.08,89.5,22.64,0
Milky,28.06,66.07,0.83,190.5,55.29,74.55,8.7,3
Button,17.49,91.77,0.2,83.96,77.56,80.36,24.71,0
Lion's Mane,20.14,95.81,0.29,85.13,67.9,79.05,16.73,2
Milky,24.9,70.92,0.79,203.57,53.41,69.63,9.1,3
Shiitake,20.71,78.28,0.51,168.58,62.81,79.04,13.46,6
Portobello,18.4,82.42,0.37,140.79,65.89,85.31,20.5,5
Milky,26.46,69.24,0.63,199.15,57.99,75.15,9.89,3
Portobello,16.67,94.02,0.52,138.96,60.53,82.25,20.92,5
Lion's Mane,20.55,88.56,0.41,89.22,71.21,86.9,14.54,2
Milky,28.31,65.54,0.91,215.71,50.72,69.75,7.94,3
Button,17.72,92.68,0.2,80.45,72.97,83.86,23.18,0
Milky,26.61,69.81,0.92,231.99,48.93,76.15,7.92,3
Oyster,24.15,91.18,0.29,114.39,68.72,79.18,20.38,4
Milky,27.08,71.05,0.93,203.56,51.16,67.01,8.04,3
Lion's Mane,21.41,90.42,0.3,96.27,70.96,81.76,17.65,2
Lion's Mane,21.57,85.1,0.32,89.01,59.15,88.16,15.49,2
Lion's Mane,20.37,87.4,0.29,93.12,71.68,89.9,15.53,2
Milky,28.94,71.12,0.81,190.9,55.86,71.95,9.42,3
Button,19.81,92.35,0.33,102.09,80.44,84.95,23.2,0
Button,18.59,99.87,0.1,67.07,81.4,86.66,23.96,0
Lion's Mane,21.97,80.25,0.3,89.49,66.16,89.64,16.9,2
Portobello,17.08,90.23,0.52,125.28,67.6,79.23,19.39,5
Button,17.74,81.72,0.21,73.61,73.42,97.85,23.24,0
Milky,10.88,94.7,0.09,36.69,81.53,101.85,26.49,3
Milky,27.48,72.34,0.81,198.04,56.48,68.57,8.62,3
Milky,25.72,68.9,0.89,210.29,58.11,70.04,8.28,3
Oyster,22.39,83.7,0.41,135.21,65.29,80.91,19.03,4
Portobello,17.47,85.13,0.48,139.84,67.26,79.85,20.12,5
Lion's Mane,19.65,91.97,0.2,74.75,75.69,94.23,14.22,2
Lion's Mane,22.94,77.83,0.68,177.89,60.24,74.18,11.26,2
Button,18.3,95.09,0.21,78.72,79.66,94.68,24.85,0
Milky,23.72,75.21,0.58,187.64,57.88,73.21,10.12,3
Lion's Mane,21.51,83.22,0.29,88.16,67.01,95.53,15.37,2
Oyster,23.77,96.34,0.31,107.09,68.51,81.89,19.83,4
Portobello,18.57,94.75,0.49,132.84,63.26,79.17,21.58,5
Lion's Mane,19.63,94.31,0.42,94.44,69.05,86.65,14.4,2
Button,16.54,93.87,0.2,78.79,73.37,81.76,25.32,0
Lion's Mane,19.57,80.28,0.2,74.06,66.08,93.74,16.89,2
Oyster,21.65,83.69,0.4,127.02,64.98,80.18,16.63,4
Portobello,18.21,86.97,0.38,138.93,65.31,85.9,20.66,5
Portobello,22.3,79.85,0.48,155.58,59.61,78.48,12.3,5
Lion's Mane,22.01,77.67,0.29,107.16,73.1,90.88,15.19,2
Shiitake,22.97,80.33,0.69,189.89,54.08,77.52,10.74,6
Button,17.72,97.33,0.21,73.64,76.96,92.72,24.46,0
Button,19.45,85.29,0.11,54.02,82.03,91.83,23.82,0
Oyster,24.38,82.54,0.31,103.88,75.46,83.8,17.82,4
Oyster,23.88,97.26,0.29,110.33,74.97,85.14,17.47,4
Milky,24.74,84.99,0.64,182.43,57.06,76.79,10.39,3
Button,20.37,86.18,0.29,104.85,77.65,92.82,22.1,0
Button,19.4,89.17,0.32,100.25,79.88,94.42,20.1,0
Button,17.56,91.87,0.19,79.82,66.24,91.93,21.76,0
Lion's Mane,21.87,83.84,0.29,95.51,74.98,78.64,17.0,2
Milky,26.85,71.58,0.92,206.56,57.03,68.25,7.13,3
Shiitake,21.21,80.11,0.61,144.71,56.79,81.33,11.65,6
Enoki,12.28,95.87,0.2,49.86,74.48,88.5,26.51,1
Shiitake,23.58,73.51,0.7,171.12,57.1,74.35,10.13,6
Lion's Mane,21.14,81.01,0.31,102.22,70.43,91.72,16.97,2
Lion's Mane,20.6,82.74,0.43,98.77,68.61,80.83,15.36,2
Shiitake,23.11,85.7,0.51,174.28,62.55,74.09,11.63,6
Portobello,17.46,80.27,0.41,133.12,72.46,91.64,18.14,5
Milky,25.2,69.57,0.75,210.91,54.32,67.97,8.96,3
Oyster,22.85,89.77,0.31,115.47,72.85,82.72,19.05,4
Enoki,11.52,95.18,0.19,49.65,83.67,88.42,29.73,1
Milky,27.34,72.96,0.61,189.86,62.62,71.05,10.07,3
Oyster,22.85,93.42,0.41,122.58,64.49,76.59,18.31,4
Oyster,25.33,88.23,0.3,109.51,72.33,85.23,19.21,4
Milky,28.0,70.4,0.87,217.56,55.67,66.07,8.08,3
Button,18.36,85.64,0.29,101.77,77.4,87.34,20.89,0
Lion's Mane,19.5,92.29,0.41,97.87,73.72,83.55,16.88,2
Oyster,19.96,95.07,0.43,113.91,64.26,82.39,17.14,4
Milky,28.36,66.48,0.85,191.8,57.84,66.83,9.49,3
Enoki,11.42,98.68,0.09,36.92,81.1,92.69,29.73,1
Button,21.59,85.55,0.46,146.37,68.97,82.23,24.51,0
Button,18.79,95.95,0.1,62.33,75.14,91.25,24.96,0
Shiitake,25.09,75.32,0.64,160.48,61.45,81.59,10.57,6
Button,19.56,84.68,0.09,63.38,77.98,85.42,21.27,0
Button,17.83,93.34,0.2,80.62,76.85,84.91,20.59,0
Shiitake,23.75,78.67,0.68,181.07,54.14,81.45,11.9,6
Portobello,18.22,87.48,0.36,147.01,65.63,86.16,19.61,5
Oyster,12.56,91.57,0.19,49.01,80.13,89.33,26.32,4
Oyster,22.34,89.0,0.38,118.86,61.44,81.47,19.55,4
Button,19.18,85.63,0.19,81.03,74.67,95.45,21.78,0
Lion's Mane,19.63,76.41,0.29,92.03,73.3,86.96,16.91,2
Enoki,10.79,99.15,0.2,50.98,74.63,95.74,25.4,1
Enoki,11.87,96.62,0.11,29.32,81.31,99.8,30.3,1
Milky,27.87,74.05,0.74,184.34,53.15,70.27,8.74,3
Button,20.03,83.6,0.39,95.25,68.16,95.46,21.11,0
Enoki,10.74,99.9,0.1,30.16,80.64,95.6,27.53,1
Milky,28.04,76.67,0.93,217.67,50.98,69.36,7.75,3
Portobello,17.29,85.41,0.53,115.02,69.02,80.74,19.92,5
Milky,25.6,71.61,0.74,200.25,55.52,69.55,8.95,3
Enoki,11.95,101.56,0.1,28.0,80.0,83.52,28.73,1
Lion's Mane,21.31,88.37,0.39,90.55,75.25,91.32,14.89,2
Oyster,24.64,82.99,0.3,101.4,65.93,80.12,19.45,4
Milky,27.29,75.86,0.61,201.3,50.21,71.7,9.32,3
Milky,29.22,72.19,0.81,200.09,54.96,69.55,8.52,3
Button,19.17,94.85,0.09,60.15,79.87,84.95,21.03,0
Oyster,22.21,87.19,0.46,141.28,68.72,74.59,16.93,4
Shiitake,24.69,85.29,0.71,188.21,53.43,80.42,10.85,6
Button,22.39,93.9,0.27,101.61,70.05,86.65,23.11,0
Enoki,10.32,94.37,0.1,41.17,78.75,97.89,27.95,1
Shiitake,23.54,86.54,0.68,166.2,57.27,84.27,10.88,6
Button,18.27,90.42,0.2,82.87,83.73,87.95,20.75,0
Portobello,17.82,81.38,0.41,138.99,67.11,86.47,18.89,5
Shiitake,23.45,84.39,0.71,184.1,53.86,81.0,10.91,6
Milky,26.64,79.22,0.66,178.35,56.58,73.82,10.34,3
Milky,26.4,68.79,0.92,184.23,54.33,72.59,8.58,3
Enoki,11.65,95.37,0.21,52.82,77.22,98.95,26.2,1
Lion's Mane,23.0,73.4,0.31,88.87,67.18,93.19,16.06,2
Lion's Mane,21.11,77.12,0.3,96.26,67.33,82.62,14.52,2
Enoki,12.41,93.96,0.21,48.69,83.55,89.5,23.8,1
Lion's Mane,19.07,86.56,0.4,145.97,71.18,82.7,20.23,2
Milky,26.7,72.13,0.91,212.77,51.19,65.27,7.97,3
Lion's Mane,21.42,87.28,0.42,105.43,68.39,79.43,14.56,2
Lion's Mane,20.89,94.75,0.43,93.89,60.65,88.91,15.53,2
Portobello,16.67,79.77,0.38,143.92,62.33,78.25,17.92,5
Oyster,26.39,90.69,0.3,105.69,70.71,80.53,18.07,4
Enoki,13.11,94.76,0.2,51.35,80.39,89.63,26.57,1
Portobello,17.98,88.26,0.4,140.24,65.41,81.26,20.27,5
Enoki,10.34,93.85,0.1,40.04,78.28,92.37,28.17,1
Milky,20.3,93.45,0.2,75.94,71.25,89.35,15.22,3
Lion's Mane,20.8,92.66,0.19,84.75,74.95,87.86,15.02,2
Lion's Mane,21.58,83.19,0.29,93.65,73.23,85.8,15.96,2
Enoki,10.78,96.48,0.1,27.54,83.09,100.31,28.49,1
Oyster,24.04,88.08,0.41,129.09,57.33,87.24,18.05,4
Shiitake,21.51,95.13,0.63,159.49,59.42,75.66,11.53,6
Lion's Mane,20.84,89.62,0.2,80.28,69.69,89.1,14.48,2
Oyster,24.61,86.72,0.29,118.97,69.37,83.6,19.48,4
Enoki,11.11,104.1,0.09,27.92,81.04,87.59,27.58,1
Button,18.53,98.18,0.2,84.82,75.4,91.76,25.47,0
Enoki,11.99,94.92,0.2,48.78,83.38,92.52,28.12,1
Oyster,21.28,85.87,0.5,151.74,70.11,77.48,17.32,4
Shiitake,24.3,82.43,0.71,168.87,56.67,77.95,11.32,6
Enoki,11.44,100.67,0.1,30.47,83.26,87.3,32.41,1
Oyster,20.21,83.35,0.4,121.98,62.04,83.06,17.44,4
Button,19.09,95.41,0.19,75.83,75.87,85.99,25.58,0
Lion's Mane,17.01,93.75,0.21,78.27,76.58,88.72,15.05,2
Button,20.18,89.71,0.1,57.56,81.21,88.62,24.38,0
Shiitake,23.11,82.99,0.6,166.67,56.91,75.2,11.01,6
Milky,26.14,78.87,0.62,190.55,58.82,75.67,10.38,3
Oyster,23.07,91.33,0.42,117.05,58.9,83.56,17.36,4
Milky,26.7,73.07,0.83,206.27,55.55,65.97,9.06,3
Enoki,11.13,102.79,0.1,33.34,78.06,95.64,27.57,1
Shiitake,21.45,86.01,0.62,154.03,62.15,83.27,12.53,6
Shiitake,22.24,78.09,0.71,165.66,59.36,72.98,10.44,6
Milky,27.79,70.28,0.92,196.18,53.22,72.09,8.38,3
Button,20.21,93.52,0.1,57.71,71.11,90.86,20.23,0
Shiitake,22.62,79.93,0.49,159.34,62.31,77.4,12.81,6
Button,19.67,92.39,0.28,97.91,69.27,82.97,24.15,0
Oyster,21.86,87.96,0.48,135.68,64.06,75.19,16.35,4
Enoki,10.55,95.32,0.1,29.69,78.21,94.36,29.47,1
Enoki,11.52,91.89,0.22,57.26,84.58,88.99,27.7,1
Lion's Mane,19.64,94.74,0.19,76.5,69.42,86.29,14.76,2
Button,20.83,95.47,0.1,60.17,85.09,93.93,25.09,0
Lion's Mane,17.1,82.04,0.5,124.69,61.57,80.01,22.49,2
Portobello,18.39,87.9,0.49,120.01,64.09,80.15,21.75,5
Oyster,22.37,96.85,0.32,109.63,77.63,83.94,20.04,4
Oyster,21.72,92.43,0.3,94.98,70.26,88.86,17.76,4
Lion's Mane,22.24,89.63,0.29,94.25,66.82,83.16,13.61,2
Portobello,18.54,92.45,0.43,138.39,68.58,80.7,20.95,5
Milky,19.51,87.46,0.43,124.64,68.55,79.89,20.67,3
Milky,27.75,66.81,0.67,201.15,58.28,71.04,9.56,3
Oyster,23.36,90.83,0.52,135.13,70.1,76.34,16.03,4
Enoki,10.97,91.0,0.1,38.6,86.07,96.24,28.95,1
Button,21.25,91.42,0.1,60.89,80.79,92.01,22.74,0
Enoki,11.26,96.57,0.11,31.27,73.8,93.29,27.99,1
Button,18.72,89.3,0.2,71.12,78.55,93.69,24.8,0
Shiitake,21.68,82.4,0.62,143.64,62.66,71.07,12.0,6
Portobello,17.47,88.7,0.47,132.75,67.45,86.0,18.79,5
Oyster,26.1,83.82,0.27,112.95,73.65,75.14,18.7,4
Lion's Mane,21.61,88.67,0.3,85.47,71.45,83.82,14.61,2
Lion's Mane,22.01,83.35,0.31,99.01,69.94,89.59,16.78,2
Milky,25.34,73.08,0.6,179.14,54.81,67.4,9.54,3
Shiitake,22.15,84.31,0.5,154.93,60.72,73.95,12.59,6
Portobello,18.58,84.53,0.4,139.12,69.36,80.59,17.94,5
Oyster,21.92,94.19,0.31,117.74,70.01,88.53,18.1,4
Oyster,19.38,97.11,0.39,134.63,66.23,81.17,18.17,4
Lion's Mane,19.23,97.63,0.3,98.7,66.87,82.81,14.85,2
Milky,26.95,70.57,0.99,223.72,56.06,68.93,8.09,3
Enoki,11.58,100.46,0.1,28.07,77.37,102.16,31.82,1
Portobello,17.76,78.16,0.51,139.49,64.94,83.79,20.92,5
Enoki,9.94,101.64,0.1,28.68,83.38,94.88,27.91,1
Oyster,25.07,95.69,0.52,143.01,67.22,82.72,17.54,4
Oyster,17.91,87.52,0.2,87.03,71.94,88.78,23.89,4
Lion's Mane,21.12,86.15,0.45,89.71,71.81,82.93,15.28,2
Oyster,24.02,85.19,0.3,108.76,69.84,80.64,17.59,4
Shiitake,21.87,81.98,0.53,163.01,59.68,73.31,13.78,6
Lion's Mane,17.52,81.64,0.42,99.09,71.07,86.38,14.98,2
Shiitake,20.7,71.61,0.75,169.6,58.53,68.29,10.59,6
Oyster,22.38,88.71,0.48,143.16,68.39,74.0,16.57,4
Milky,27.08,69.83,0.8,189.17,59.04,82.66,8.85,3
Lion's Mane,21.37,89.48,0.43,82.1,66.93,86.74,15.43,2
Oyster,21.75,89.58,0.41,120.49,65.58,81.29,18.9,4
Enoki,10.37,98.5,0.1,38.71,81.05,90.48,29.23,1
Milky,25.37,69.88,0.59,194.45,57.76,69.82,9.37,3
Enoki,12.38,94.89,0.18,50.78,72.81,84.34,25.45,1
Oyster,22.01,82.53,0.51,144.88,67.45,75.41,16.65,4
Lion's Mane,18.13,85.23,0.22,80.33,76.85,90.37,15.93,2
Enoki,11.75,97.61,0.19,49.06,83.34,86.63,27.84,1
Button,17.65,87.07,0.32,92.82,78.77,88.28,23.83,0
Portobello,17.33,89.51,0.5,124.0,60.62,85.39,21.35,5
Enoki,20.59,79.75,0.28,106.67,76.05,86.46,23.64,1
Shiitake,21.4,78.15,0.5,167.55,66.67,73.24,14.4,6
Oyster,21.62,85.89,0.48,142.19,74.23,79.52,16.08,4
Lion's Mane,21.1,86.43,0.41,83.29,67.73,80.52,15.77,2
Shiitake,23.86,75.53,0.67,168.51,55.29,77.66,10.74,6
Button,19.21,101.77,0.09,59.04,72.29,89.28,24.27,0
Enoki,12.95,99.39,0.2,52.24,77.31,83.07,27.32,1
Lion's Mane,22.41,76.43,0.29,92.77,69.17,84.87,13.96,2
Shiitake,21.57,91.81,0.58,143.47,51.96,76.86,12.54,6
Enoki,10.93,91.4,0.1,30.15,79.51,92.78,26.94,1
Lion's Mane,20.24,86.11,0.18,81.39,71.45,86.48,15.57,2
Oyster,23.31,88.83,0.4,118.52,68.79,79.99,18.52,4
Lion's Mane,21.72,93.34,0.21,77.66,75.81,87.61,15.08,2
Oyster,23.61,87.21,0.49,154.6,62.66,85.84,18.03,4
Shiitake,21.92,87.64,0.6,153.25,61.57,82.24,13.04,6
Portobello,16.42,81.1,0.43,141.31,65.92,86.58,17.93,5
Portobello,17.59,87.17,0.47,131.18,60.68,83.69,21.37,5
Enoki,11.5,95.76,0.2,54.27,82.54,89.31,27.97,1
Milky,28.17,71.63,0.92,197.21,53.72,78.96,8.0,3
Oyster,23.12,87.11,0.37,121.83,66.79,84.98,18.31,4
Shiitake,20.51,84.23,0.55,148.63,62.07,79.33,12.91,6
Button,21.71,94.01,0.29,92.3,74.25,86.39,21.96,0
Lion's Mane,22.28,86.54,0.29,94.61,71.61,90.95,16.27,2
Enoki,10.7,91.03,0.1,41.9,74.47,82.37,30.11,1
Lion's Mane,22.52,83.12,0.32,92.01,71.22,86.15,15.98,2
Enoki,12.3,94.33,0.09,28.57,79.33,87.77,27.51,1
Lion's Mane,20.46,89.34,0.36,89.37,67.73,76.56,15.48,2
Enoki,17.22,93.26,0.19,73.07,75.08,84.42,22.94,1
Button,20.45,90.21,0.3,96.17,75.78,87.26,21.32,0
Portobello,19.44,86.73,0.38,145.54,63.18,81.15,18.74,5
Button,19.91,88.44,0.32,95.93,80.17,79.7,23.41,0
Lion's Mane,19.52,85.29,0.39,97.7,70.82,88.68,15.07,2
Button,18.04,93.39,0.19,76.28,76.79,90.98,21.91,0
Oyster,20.55,84.54,0.32,89.67,67.46,83.66,17.29,4
Lion's Mane,20.39,83.65,0.38,96.1,69.7,82.95,14.13,2
Enoki,10.72,93.2,0.1,29.06,77.46,99.65,28.21,1
Button,18.33,94.67,0.3,95.91,78.47,81.49,22.37,0
Button,19.31,93.49,0.09,59.27,80.26,91.29,24.31,0
Shiitake,23.92,82.16,0.73,160.29,57.81,79.24,11.92,6
Shiitake,19.69,83.78,0.55,148.75,56.89,78.66,11.81,6
Button,20.89,93.67,0.29,102.18,74.63,85.48,21.63,0
Oyster,22.41,85.29,0.45,134.28,71.18,79.42,16.59,4
Shiitake,21.77,90.65,0.59,146.79,59.33,82.01,12.03,6
Button,18.63,87.47,0.1,63.42,76.14,85.29,21.23,0
Lion's Mane,21.04,89.42,0.4,89.49,71.72,79.51,15.59,2
Button,20.66,88.51,0.29,103.26,79.19,76.5,24.55,0
Enoki,11.86,96.08,0.1,31.08,84.21,92.49,29.25,1
Oyster,23.65,86.81,0.33,108.78,73.06,83.96,18.56,4
Button,18.38,88.16,0.1,63.01,81.52,94.15,22.33,0
Portobello,17.3,97.0,0.1,64.79,75.1,90.27,22.8,5
Portobello,18.47,83.04,0.45,137.02,61.76,84.9,21.95,5
Lion's Mane,21.71,81.2,0.41,89.95,69.92,82.95,14.39,2
Shiitake,22.71,81.06,0.5,166.83,62.82,74.2,13.71,6
Enoki,25.72,68.06,0.87,207.59,56.22,69.56,8.36,1
Oyster,22.27,86.87,0.48,126.62,66.26,74.57,17.17,4
Button,19.26,94.69,0.1,60.6,77.45,89.64,23.96,0
Portobello,17.9,80.91,0.41,149.2,66.09,78.56,19.1,5
Milky,28.74,70.25,0.96,194.85,47.14,62.36,8.45,3
Lion's Mane,20.59,81.99,0.3,102.18,77.73,87.55,16.8,2
Enoki,12.1,93.27,0.19,49.16,80.24,93.36,26.51,1
Enoki,10.71,96.4,0.11,26.62,85.8,93.59,31.09,1
Shiitake,21.67,81.15,0.49,143.94,61.71,76.88,12.87,6
Milky,27.39,69.48,0.82,196.15,52.34,67.89,8.91,3
Milky,26.05,73.63,0.59,191.24,56.21,72.8,10.41,3
Lion's Mane,21.32,89.67,0.31,93.95,73.29,90.84,16.03,2
Enoki,10.93,98.81,0.1,44.36,78.25,87.86,28.59,1
Shiitake,24.63,83.42,0.73,173.61,60.76,69.85,10.98,6
Portobello,17.72,84.26,0.4,139.91,70.53,78.33,17.15,5
Milky,21.51,85.73,0.49,152.93,67.19,78.63,12.97,3
Lion's Mane,12.06,105.17,0.1,31.76,78.11,89.93,31.49,2
Button,16.84,89.41,0.22,85.54,72.68,77.32,24.73,0
Button,19.55,80.65,0.28,94.49,79.21,89.63,22.03,0
Lion's Mane,19.64,81.02,0.5,170.25,62.15,69.74,13.28,2
Lion's Mane,21.2,90.9,0.42,91.76,69.86,91.1,14.9,2
Oyster,13.36,96.79,0.2,50.66,77.92,91.04,26.46,4
Button,19.85,95.82,0.31,103.26,78.99,84.96,23.33,0
Portobello,17.65,96.73,0.44,124.7,63.7,86.56,20.88,5
Oyster,23.47,89.93,0.36,122.67,62.53,85.58,17.86,4
Portobello,19.07,92.26,0.09,56.35,76.69,94.84,24.86,5
Enoki,17.1,86.19,0.48,135.27,61.96,91.67,19.1,1
Enoki,10.41,102.21,0.1,40.15,76.59,97.02,29.19,1
Button,18.48,93.55,0.1,60.72,78.29,93.07,24.39,0
Shiitake,20.86,76.94,0.71,172.75,53.68,79.34,11.45,6
Shiitake,20.8,90.35,0.59,152.61,59.84,77.93,11.91,6
Shiitake,22.27,82.92,0.53,163.79,62.62,72.36,13.44,6
Oyster,24.1,79.35,0.51,138.44,71.68,83.12,15.95,4
Oyster,24.15,85.72,0.5,146.87,63.06,78.94,17.21,4
Milky,25.24,67.65,0.61,196.41,61.27,77.18,10.4,3
Lion's Mane,21.32,90.43,0.31,94.38,76.85,90.69,16.27,2
Milky,26.95,78.35,0.62,176.2,54.24,77.15,10.03,3
Milky,26.64,67.61,0.59,190.63,57.59,69.21,9.37,3
Button,19.31,86.81,0.32,105.32,71.77,88.9,22.38,0
Enoki,11.62,95.46,0.2,49.34,75.65,82.99,30.5,1
Lion's Mane,22.26,93.99,0.3,90.2,69.51,77.31,15.97,2
Oyster,24.71,87.59,0.29,101.48,66.58,85.87,19.84,4
Portobello,18.47,85.74,0.51,129.99,62.57,82.69,19.72,5
Lion's Mane,21.25,92.44,0.2,78.81,71.65,89.05,13.17,2
Enoki,12.48,97.38,0.22,48.6,77.27,86.2,26.87,1
